Číslo,Jméno,Název 1,Název 2,Typ zdroje,Rok publikace,Rok sběru,Lok. - bod,Lok. - oblast,Bibliografie,Náš zdroj
189,"DOŠEK, F.",Von je eště živej.,,Kniha,2012,1970,Poniklá SM,,"Jilemnice: Gentiana pro Kabinet kerkonošské slovesnosti v Poniklé, 2012. ISBN 978-80-86527-31-4.",Texty a slovníky
190,"DROZDEK, L. A.",Vzpomínky mládí.,,Kniha,1940,1929,Velká Polom OV,,"Louny: Vlastním nákladem, 1940.",Bara
191,"DUB, V.",Vlašim BN.,,Excerpta,1965,1965,Vlašim BN,,1965.,Bara
192,"DUB, V.",Vlašim BN.,,Excerpta,1966,1966,Vlašim BN,,1966.,Bara
193,"DUB, V.",Vlašim BN.,,Excerpta,1967,1967,Vlašim BN,,1967.,Bara
194,"DUB, V.",Vlašim BN.,,Excerpta,1968,1968,Vlašim BN,,1968.,Bara
195,"DUB, V.",Vlašim BN.,,Excerpta,1969,1969,Vlašim BN,,1969.,Bara
196,"DUB, V.",Vlašim BN.,,Excerpta,1970,1970,Vlašim BN,,1970.,Bara
197,"DUŠEK, V. J.",Hláskosloví nářečí jihočeských I–III.,,Kniha,1894–1908,1893,,,"Praha: Nákladem České akademie císaře Františka Josefa pro vědy, slovesnost a umění, 1894–1908. 3 sv.",Bara
198,"DUŠEK, V. J.",Kmenosloví nářečí jihočeských.,,Kniha,1902,1893,,,"Praha: Nákladem České akademie císaře Františka Josefa pro vědy, slovesnost a umění, 1902.",Bara
199,"DUŠKOVÁ, A.",Strašín KT.,,Excerpta,1971,1971,Strašín KT,,1971.,Bara
200,"DUŠKOVÁ, A.",Sušice KT.,,Excerpta,1972,1972,Sušice KT,,1972.,Bara
201,"DVOŘÁČEK, B.",Nové Město nad Metují NA.,,Excerpta,1972,1972,Nové Město nad Metují NA,,1972.,Bara
202,"DVOŘÁK, K.",Pohádky a pověsti našeho lidu. Z národopisných sběrů akademického spolku Slavia.,,Kniha,1984,1875,Uherské Hradiště UH,,"Praha: Odeon, 1984.",Texty a slovníky
203,"DVOŘÁK, K. V.",Dotěrek.,Český lid,Článek v časopise,1900,1900,,,"Český lid. 1900, roč. 9, s. 390–393.",Bara
204,"DYK, J.",Popis politického okresu strakonického II.,,Kniha,1925,1925,,Strakonicko,"Strakonice: Nákladem redakčního výboru, 1925.",Bara
205,"EICHL, J.",Lidové názvy a zvyky v naší obci (Uherčice BV).,,Rukopis,1967,1967,Uherčice BV,,1967.,Bara
206,"ELIÁŠOVÁ, V.",Příspěvek k dialektickému slovníku českému z Holicka.,Listy filologické,Článek v časopise,1939,1939,,Holicko,"Listy filologické. 1939, roč. 66, s. 390–396.",Texty a slovníky
207,"FABIÁN, J.",Slovník nespisovného jazyka valašského.,,Kniha,2006,1999,,Valašsko,"3., dopl. a rozš. vydání. Valašské Meziříčí: Občanské sdružení Valašské Athény, 2006. ISBN 80-239-7990-6.",Excely; Texty a slovníky
208,"FAITOVÁ, J.",Volduchy RO.,,Excerpta,1961,1961,Volduchy RO,,1961.,Bara
209,"FAITOVÁ, J.",Volduchy RO.,,Excerpta,1963,1963,Volduchy RO,,1963.,Bara
210,"FAITOVÁ, J.",Volduchy RO.,,Excerpta,1964,1964,Volduchy RO,,1964.,Bara
211,"FAITOVÁ, J.",Volduchy RO.,,Excerpta,1965,1965,Volduchy RO,,1965.,Bara
212,"FAITOVÁ, J.",Volduchy RO.,,Excerpta,1966,1966,Volduchy RO,,1966.,Bara
213,"FAITOVÁ, J.",Volduchy RO.,,Excerpta,1967,1967,Volduchy RO,,1967.,Bara
214,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1961,1961,Plzeň PM,,1961.,Bara
215,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1963,1963,Plzeň PM,,1963.,Bara
216,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1964,1964,Plzeň PM,,1964.,Bara
217,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1965,1965,Plzeň PM,,1965.,Bara
218,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1966,1966,Plzeň PM,,1966.,Bara
219,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1967,1967,Plzeň PM,,1967.,Bara
220,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1969,1969,Plzeň PM,,1969.,Bara
221,"FAUSTUSOVÁ, J.",Plzeň PM.,,Excerpta,1970,1970,Plzeň PM,,1970.,Bara
222,"FAUSTUSOVÁ, J.",Volduchy RO.,,Excerpta,1966,1966,Volduchy RO,,1966.,Bara
223,"FENDRYCH, M.",Nářečí v Poještědí.,,Rukopis,,1945,Světlá pod Ještědem LB,,[b. r.].,Bara
224,"FERULÍK, A.",Slovník boskovického nářečí.,,Excerpta,,,Knínice u Boskovic BK,,[b. r.].,Bara
225,"FIC, K.",Drahonínské nářečí.,,Dizertační práce,1971,1971,Drahonín BO,,"Brno, 1971.",Texty a slovníky
226,"FIEDLEROVÁ, J.",Mimoň CL.,,Excerpta,1961,1961,Mimoň CL,,1961.,Bara
227,"FIEDLEROVÁ, J.",Zdislava LB.,,Excerpta,1961,1961,Zdislava LB,,1961.,Bara
228,"FOJTÍK, F.",Od vesna do vesna.,,Kniha,2011,1956,Brumov-Bylnice ZL (Brumov),,"Valašské Klobouky: Muzejní společnost ve Valašských Kloboukách ve spolupráci s Městským muzeem, 2011. ISBN 978-80-260-0971-9.",Texty a slovníky
229,"FOJTÍK, J. a L. SUŠILOVÁ.",Sobotěnka.,,Kniha,2012,1956,,,"Valašské Klobouky: Muzejní společnost ve Valašských Kloboukách ve spoluprácí s Městským muzeem, 2012. ISBN 978-80-905408-0-4.",Texty a slovníky
230,"FOLPRECHT, J.",Příspěvky k mluvě lidu slováckého na moravském Podluží.,Výroční zpráva c. k. české reálky v Plzni za školní rok 1905–1906,Článek ve sborníku,1906,1905,,Břeclavsko [Folprecht],"In: Výroční zpráva c. k. české reálky v Plzni za školní rok 1905–1906. Plzeň: C. k. česká reálka, 1906, s. 1–28.",Bara
231,"FOLPRECHT, J.",Příspěvky k mluvě lidu slováckého na moravském Podluží.,Výroční zpráva c. k. české reálky v Plzni za školní rok 1906–1907,Článek ve sborníku,1907,1905,,Břeclavsko [Folprecht],"In: Výroční zpráva c. k. české reálky v Plzni za školní rok 1906–1907. Plzeň: C. k. česká reálka, 1907, s. 29–56.",Bara
232,"FOLPRECHT, J.",Slovník k pojednání o mluvě lidu slováckého na moravském Podluží.,Výroční zpráva c. k. první české reálky v Plzni za školní rok 1907–1908,Článek ve sborníku,1908,1905,,Břeclavsko [Folprecht],"In: Výroční zpráva c. k. první české reálky v Plzni za školní rok 1907–1908. Plzeň: C. k. česká realka, 1908, s. 3–23.",Bara
233,"FRIEDRICH, F.",V olejni.,Věstník Matice opavské,Článek v časopise,1909,1890,,,"Věstník Matice opavské. 1909, č. 17, s. 63–66.",Bara
234,"FROLEC, V. a D. HOLÝ.",Lidové povídky ze Slovácka.,,Kniha,1967,1965,,,"Praha: Odeon, 1967.",Texty a slovníky
235,"FUČÍK, J.",Nářečí v Zakřanech.,,Studentská práce,1973,1973,Zakřany BO,,"Brno, 1973.",Bara
236,"GAZDÍKOVÁ, K.",Diferenční slovník nářečí města Strážnice.,,Studentská práce,2001,2001,Strážnice HO,,"Brno, 2001.",Texty a slovníky
237,"GEISLER, R.",Slovník moravsko-slovácko – český. Nářečí z Uherského Brodu.,,Kniha,2009,2009,Uherský Brod UH,,2. vydání. [b. m.: b. n.] 2009. Vytištěno jako manuskript.,Excely
238,"GEISLER, R.",Slovník moravsko-slovácko – český. Slovník uherskobrodského nářečí.,,Kniha,2010,2010,Uherský Brod UH,,"3. zvláštní vydání. Uherský Brod: EUROTISK Navrátil s. r. o., 2010.",Excely
239,"GERSTNER, M.",Benecko SM.,,Excerpta,1963,1963,Benecko SM,,1963.,Bara
240,"GLÜCKSELIGOVÁ, A.",Dialektologická monografie z Klášterce nad Orlicí.,,Studentská práce,1950,1950,Klášterec nad Orlicí UO,,"Praha, 1950.",Bara
241,"GOL, F. a J. HAVEL.",Paměti města Nové Paky.,,Rukopis,,,Nová Paka JC,,[b. r.].,Bara
242,"GOLÁŇOVÁ, H.",Nářeční slovník jihozápadního Vsetínska.,,Dizertační práce,2013,2012,Lhota u Vsetína VS,,"Praha, 2013.",Excely
243,"GOLKA, E.",Popis nářečí v Hrabové na Moravě.,,Studentská práce,,,Ostrava OV (Hrabová),,"Praha, [b. r.].",Bara
244,"GRÁFOVÁ, M.",Nářeční terminologie paličkování v Křenovicích.,,Studentská práce,2013,2013,Křenovice VY,,"Brno, 2013.",Excely
245,"GRAUBNEROVÁ, Z.",Diferenční slovní zásoba nářečí Strážnice.,,Studentská práce,1993,1994,Strážnice HO,,"Brno, 1993/1994.",Excely
246,"GRÉC, A.",Jak mluvili naši dědové a babičky.,,Kniha,2014,2014,,,"Rtyně v Podkrkonoší: Městský úřad ve Rtyni v Podkrkonoší, 2014.",Texty a slovníky
247,"GREGOR, A.",Slovník nářečí slavkovsko-bučovického.,,Kniha,1959,1939,,Slavkovsko-Bučovicko [Gregor],"Praha: Státní pedagogické nakladatelství, 1959.",Bara
248,"GREPL, M.",Excerpta ke středomoravským nářečím.,,Excerpta,,,Lipová PV (Hrochov),,[b. r.].,Bara
249,"GRYGOVÁ, M.",Nářečí obce Stach.,,Studentská práce,1952,1952,Stachy PT,,"Praha, 1952.",Bara
250,"GUDRICHOVÁ, E.",Slezsko mluvi. Slezské verše z opavského kraja.,,Kniha,1946,1946,Raduň OP,,"Opava: Iskra, 1946.",Bara
251,"HABART, Č.","Sedlčansko, Sedlcko a Voticko 2.",,Kniha,1928,1928,,,"Sedlčany: Okresní školní výbor v Sedlčanech, 1928.",Bara
252,"HADAČ, E.",Lidová jména rostlin v západních Čechách.,Sborník Západočeského muzea v Plzni. Příroda,Článek ve sborníku,1996,1976,,,"In: Sborník Západočeského muzea v Plzni. Příroda. Svazek 94, 1996, s. 5–22. ISSN 0232-0738; 94.",Excely
253,"HADAČ, E.",Lidové názvy vyšších rostlin plzeňského okresu.,Sborník Vyšší pedagogické školy v Plzni. Biologie – chemie,Článek ve sborníku,1958,1958,,,"In: Sborník Vyšší pedagogické školy v Plzni. Biologie – chemie. Svazek 1, 1958, s. 37–70.",Excely
254,"HADAČ, E.",Příspěvek k lidovým jménům rostlin z Krkonoš a krkonošského podhůří.,Opera corcontica,Článek v časopise,1995,1975,,,"Opera corcontica. 1995, roč. 32, s. 159–164. ISBN 80-901384-8-9.",Excely
255,"HADAČ, E. a M. TOMKOVÁ-SOUČKOVÁ.",Lidová jména rostlin z Podorličí.,"Panorama. Z přírody, historie a současnosti Orlických hor a podhůří",Článek ve sborníku,1994,1974,,,"In: Panorama. Z přírody, historie a současnosti Orlických hor a podhůří. Svazek 2, 1994, s. 1–16.",Excely
256,"HADAČ, E., A. HADAČOVÁ a J. SPAL.",Jména rostlin na Chodsku.,Sborník pedagogického institutu v Plzni. Jazyk a literatura,Článek ve sborníku,1964,1964,,,"In: Sborník pedagogického institutu v Plzni. Jazyk a literatura. Svazek 5, 1964, s. 5–60.",Excely
257,"HÁJEK, J.",Ledečsko.,,Rukopis,1954,1954,,,1954.,Bara
258,"HAJNÝ, A.",Paběrky lidového léčení z okolí Nymburka.,Český lid,Článek v časopise,1931,1931,,,"Český lid. 1931, roč. 31, s. 104–115.",Bara
259,"HALLER, J.",Popis a rozbor lidové mluvy v pěti podřipských obcích.,,Kniha,1932,1932,,,"Praha: Česká akademie nauk a umění, 1932.",Bara
260,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1958,1958,Pacov PE,,1958.,Bara
261,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1959,1959,Pacov PE,,1959.,Bara
262,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1961,1961,Pacov PE,,1961.,Bara
263,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1963,1963,Pacov PE,,1963.,Bara
264,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1964,1964,Pacov PE,,1964.,Bara
265,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1965,1965,Pacov PE,,1965.,Bara
266,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1966,1966,Pacov PE,,1966.,Bara
267,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1967,1967,Pacov PE,,1967.,Bara
268,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1968,1968,Pacov PE,,1968.,Bara
269,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1969,1969,Pacov PE,,1969.,Bara
270,"HÁNOVÁ, M.",Pacov PE.,,Excerpta,1970,1970,Pacov PE,,1970.,Bara
271,"HANZAL, F.",Soběslav TA.,,Excerpta,1963,1963,Soběslav TA,,1963.,Bara
272,"HANZAL, F.",Soběslav TA.,,Excerpta,1966,1966,Soběslav TA,,1966.,Bara
273,"HANZAL, F.",Soběslav TA.,,Excerpta,1969,1969,Soběslav TA,,1969.,Bara
274,"HANZAL, F.",Soběslav TA.,,Excerpta,1970,1970,Soběslav TA,,1970.,Bara
275,"HANZAL, F. a A. HANZALOVÁ.",Soběslav TA.,,Excerpta,1964,1964,Soběslav TA,,1964.,Bara
276,"HANZAL, F. a A. HANZALOVÁ.",Soběslav TA.,,Excerpta,1967,1967,Soběslav TA,,1967.,Bara
277,"HANZALOVÁ, A.",Soběslav TA.,,Excerpta,1965,1965,Soběslav TA,,1965.,Bara
278,"HANZELKA, E.",Lašská lidová jména zvířat a rostlin z Kopřivnicka.,Radostná země,Článek v časopise,1954,1954,,,"Radostná země. 1954, roč. 4, s. 30–31.",Bara
279,"HANZELKA, E.",Narození a život dítěte za starších dob v Kopřivnici.,Radostná země,Článek v časopise,1954,1954,,,"Radostná země. 1954, roč. 4, s. 115–117",Bara
280,"HARTMAN, J.",Chlumec nad Cidlinou HK.,,Excerpta,1972,1972,Chlumec nad Cidlinou HK,,1972.,Bara
281,"HAUER, V.",Hrstka frází a slov z dialektu na Opavsku.,Věstník Matice opavské,Článek v časopise,1906,1906,,,"Věstník Matice opavské. 1906, č. 14, s. 50–61.",Bara
282,"HAVEL, J.",Jestřabí v Krkonoších SM.,,Excerpta,1966,1966,Jestřabí v Krkonoších SM,,1966.,Bara
283,"HAVEL, J.",Jestřabí v Krkonoších SM.,,Excerpta,1968,1968,Jestřabí v Krkonoších SM,,1968.,Bara
284,"HAVEL, J.",Jestřabí v Krkonoších SM.,,Excerpta,1969,1969,Jestřabí v Krkonoších SM,,1969.,Bara
285,"HAVEL, J.",Jilemnice SM.,,Excerpta,1967,1967,Jilemnice SM,,1967.,Bara
286,"HAVEL, V.",Poještědí.,,Rukopis,1954,1954,,,1954.,Bara
287,"HAVLAS, F.",Zámecká kaple ve Frýdku.,Věstník Matice opavské,Článek v časopise,1893,1893,Frýdek-Místek FM (Frýdek),,"Věstník Matice opavské. 1893, č. 3, s. 1–3.",Bara
288,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1958,1958,Karlovice SM (Svatoňovice),,1958.,Bara
289,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1959,1959,Karlovice SM (Svatoňovice),,1959.,Bara
290,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1960,1960,Karlovice SM (Svatoňovice),,1960.,Bara
291,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1961,1961,Karlovice SM (Svatoňovice),,1961.,Bara
292,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1962,1962,Karlovice SM (Svatoňovice),,1962.,Bara
293,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1963,1963,Karlovice SM (Svatoňovice),,1963.,Bara
294,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1964,1964,Karlovice SM (Svatoňovice),,1964.,Bara
295,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1965,1965,Karlovice SM (Svatoňovice),,1965.,Bara
296,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1966,1966,Karlovice SM (Svatoňovice),,1966.,Bara
297,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1967,1967,Karlovice SM (Svatoňovice),,1967.,Bara
298,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1968,1968,Karlovice SM (Svatoňovice),,1968.,Bara
299,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1969,1969,Karlovice SM (Svatoňovice),,1969.,Bara
300,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1970,1970,Karlovice SM (Svatoňovice),,1970.,Bara
301,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1971,1971,Karlovice SM (Svatoňovice),,1971.,Bara
302,"HAVRDA, F.",Karlovice SM (Svatoňovice).,,Excerpta,1972,1972,Karlovice SM (Svatoňovice),,1972.,Bara
303,"HEJHALOVÁ-SEKANINOVÁ, N.",Nářečí Kralic nad Oslavou.,,Studentská práce,1952,1952,Kralice nad Oslavou TR,,"Praha, [1952].",Excely
304,"HELEBRANT, A.",Ukázka z nářečí okolí zbirovského.,Český lid,Článek v časopise,1902,1902,,,"Český lid. 1902, roč. 11, s. 269–270.",Bara
305,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1963,1963,Plzeň PM,,1963.,Bara
306,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1964,1964,Plzeň PM,,1964.,Bara
307,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1965,1965,Plzeň PM,,1965.,Bara
308,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1966,1966,Plzeň PM,,1966.,Bara
309,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1967,1967,Plzeň PM,,1967.,Bara
310,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1968,1968,Plzeň PM,,1968.,Bara
311,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1969,1969,Plzeň PM,,1969.,Bara
312,"HELFERTOVÁ, O.",Plzeň PM.,,Excerpta,1970,1970,Plzeň PM,,1970.,Bara
313,"HERANOVÁ, M.",Jak se u nás mluví.,,Studentská práce,1932,1932,Nečín PB (Žebrák),,"Praha, 1932.",Bara
314,"HERBEN, J.",Brumovice.,,Kniha,1946,1893,Brumovice BV,,"Praha: Družstevní práce, 1946.",Texty a slovníky
315,"HILSKÝ, J.",Charakteristika a slovník nářečí hodslavského.,,Studentská práce,1950,1950,Hodslavice NJ,,"Praha, 1950.",Bara
316,"HLADKÁ, Z.",Přenesená pojmenování rostlin v českých dialektech.,,Kniha,2000,,,,"Brno: Masarykova univerzita, 2000. ISBN 80-210-2290-6.",Texty a slovníky
317,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1961,1961,Bílá Třemešná TU,,1961.,Bara
318,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1963,1963,Bílá Třemešná TU,,1963.,Bara
319,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1964,1964,Bílá Třemešná TU,,1964.,Bara
320,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1965,1965,Bílá Třemešná TU,,1965.,Bara
321,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1966,1966,Bílá Třemešná TU,,1966.,Bara
322,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1967,1967,Bílá Třemešná TU,,1967.,Bara
323,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1968,1968,Bílá Třemešná TU,,1968.,Bara
324,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1969,1969,Bílá Třemešná TU,,1969.,Bara
325,"HLAVATÁ, K.",Bílá Třemešná TU.,,Excerpta,1970,1970,Bílá Třemešná TU,,1970.,Bara
326,"HLAVINKA, K. a J. NOHÁČ.",Hodonský okres.,,Kniha,1926,1926,,Hodonínsko,"Vlastivěda moravská II. Brno: Musejní spolek, 1926.",Bara
327,"HLUBINKOVÁ, Z.",Tvoření slov ve východomoravských nářečích.,,Kniha,2010,1988,,,"Brno: Masarykova univerzita, 2010, s. 271–272. ISBN 978-80-210-5295-6.",Texty a slovníky
328,"HODEK, J.",Na slovácké dědině.,,Kniha,1923,1913,Suchov HO,,"Uherské Hradiště: A. Kiesswetter, 1923.",Texty a slovníky
329,"HODURA, Q.",Lexikální drobnosti z Litomyšlska.,Listy filologické,Článek v časopise,1940,1940,Litomyšl SY,,"Listy filologické. 1940, roč. 67, s. 279–284.",Bara
330,"HODURA, Q.",Nářečí litomyšlské.,,Kniha,1904,1904,Litomyšl SY,,"Litomyšl: Musejní spolek v Litomyšli, 1904.",Bara
331,"HOFER, J.",Kopaničářské povídky.,,Kniha,1923,1920,Starý Hrozenkov UH,,"Olomouc: Pozora, 1923.",Texty a slovníky
332,"HOFMAN, J.",Přibyslav HB.,,Excerpta,1961,1961,Přibyslav HB,,1961.,Bara
333,"HOFMAN, J.",Přibyslav HB.,,Excerpta,1963,1963,Přibyslav HB,,1963.,Bara
334,"HOFMANN, G.","Metrologická příručka. Pro Čechy, Moravu a Slezsko do zavedení metrické soustavy.",,Kniha,1984,1984,,,"Plzeň: Státní oblastní archiv v Plzni; Sušice: Muzeum Šumavy v Sušici, 1984.",Texty a slovníky
335,"HOLAŇ, Š.",Krmelín FM.,,Excerpta,,,Krmelín FM,,[b. r.].,Bara
336,"HOLCMAN, F.",Nářeční slovník Skoronic.,,Rukopis,,,Skoronice HO,,[b. r.].,Bara
337,"HOLEC, F.","Lexikální studie z okruhu obcí na západ od Telče (Krahulčí, Mrákotín, Praskolesy).",,Studentská práce,1950,1950,,,"Praha, 1950.",Bara
338,"HOLLUB, J.",Praha PH (Bubeneč).,,Excerpta,1795–1805,1795,Praha PH (Bubeneč).,,1795–1805.,Bara
339,"HOLUB, V.",[Nový Dvůr] Jindřichův Hradec JH (Radouňka).,,Excerpta,1957,1957,Jindřichův Hradec JH (Radouňka),,1957.,Bara
340,"HOLUB, Z.",Doudlebské nářečí a slovník.,,Kniha,2004,2000,,Doudlebsko,"České Budějovice: Roční období, 2004. ISBN 80-85524-01-5.",Texty a slovníky
341,"HOMOLKA, J.",Příspěvek k nářečí středočeskému.,Český lid,Článek v časopise,1910,1910,,,"Český lid. 1910, roč. 19, s. 23–26, 171–173, 348–349.",Bara
342,"HONYŠ, J.",Slaný KL.,,Excerpta,1963,1963,Slaný KL,,1963.,Bara
343,"HONYŠ, J.",Slaný KL.,,Excerpta,1964,1964,Slaný KL,,1964.,Bara
344,"HONYŠ, J.",Slaný KL.,,Excerpta,1965,1965,Slaný KL,,1965.,Bara
345,"HORÁČEK, J.",Kerkonošský muderlanti.,,Kniha,1958,1958,Jilemnice SM,,"Liberec: Krajské nakladatelství Liberec, 1958.",Texty a slovníky
346,"HORÁČEK, J.",Nic kalýho zpod Žalýho.,,Kniha,1963,1963,Jilemnice SM,,"Liberec: Severočeské krajské nakladatelství, 1963.",Texty a slovníky
347,"HORÁK, J.",Benecko SM (Horní Štěpanice).,,Excerpta,1957,1957,Benecko SM (Horní Štěpanice),,1957.,Bara
348,"HORÁK, J.",Benecko SM (Horní Štěpanice).,,Excerpta,1958,1958,Benecko SM (Horní Štěpanice),,1958.,Bara
349,"HORÁK, J.",Benecko SM (Horní Štěpanice).,,Excerpta,1959,1959,Benecko SM (Horní Štěpanice),,1959.,Bara
350,"HORÁK, J.",Benecko SM (Horní Štěpanice).,,Excerpta,1960,1960,Benecko SM (Horní Štěpanice),,1960.,Bara
351,"HORÁK, J.",Benecko SM.,,Excerpta,1957,1957,Benecko SM,,1957.,Bara
352,"HORÁK, J.",Benecko SM.,,Excerpta,1958,1958,Benecko SM,,1958.,Bara
353,"HORÁK, J.",Benecko SM.,,Excerpta,1959,1959,Benecko SM,,1959.,Bara
354,"HORÁK, J.",Benecko SM.,,Excerpta,1960,1960,Benecko SM,,1960.,Bara
355,"HORÁK, J.",Domažlice DO.,,Excerpta,1959,1959,Domažlice DO,,1959.,Bara
356,"HORÁK, J.",Hlavice LB.,,Excerpta,1957,1957,Hlavice LB,,1957.,Bara
357,"HORÁK, J.",Hlavice LB.,,Excerpta,1958,1958,Hlavice LB,,1958.,Bara
358,"HORÁK, J.",Hlavice LB.,,Excerpta,1959,1959,Hlavice LB,,1959.,Bara
359,"HORÁK, J.",Hlavice LB.,,Excerpta,1960,1960,Hlavice LB,,1960.,Bara
360,"HORÁK, J.",Hořice JC.,,Excerpta,1957,1957,Hořice JC,,1957.,Bara
361,"HORÁK, J.",Hořice JC.,,Excerpta,1958,1958,Hořice JC,,1958.,Bara
362,"HORÁK, J.",Hořice JC.,,Excerpta,1959,1959,Hořice JC,,1959.,Bara
363,"HORÁK, J.",Hořice JC.,,Excerpta,1960,1960,Hořice JC,,1960.,Bara
364,"HORÁK, J.",Chotěboř HB.,,Excerpta,1959,1959,Chotěboř HB,,1959.,Bara
365,"HORÁK, J.",Jablonec nad Jizerou SM (Buřany).,,Excerpta,1957,1957,Jablonec nad Jizerou SM (Buřany),,1957.,Bara
366,"HORÁK, J.",Jablonec nad Jizerou SM (Vojtěšice).,,Excerpta,1957,1957,Jablonec nad Jizerou SM (Vojtěšice),,1957.,Bara
367,"HORÁK, J.",Jablonec nad Jizerou SM.,,Excerpta,1957,1957,Jablonec nad Jizerou SM,,1957.,Bara
368,"HORÁK, J.",Jablonec nad Jizerou SM.,,Excerpta,1958,1958,Jablonec nad Jizerou SM,,1958.,Bara
369,"HORÁK, J.",Jablonec nad Jizerou SM.,,Excerpta,1959,1959,Jablonec nad Jizerou SM,,1959.,Bara
370,"HORÁK, J.",Jablonec nad Jizerou SM.,,Excerpta,1960,1960,Jablonec nad Jizerou SM,,1960.,Bara
371,"HORÁK, J.",Jičín JC.,,Excerpta,1957,1957,Jičín JC,,1957.,Bara
372,"HORÁK, J.",Jičín JC.,,Excerpta,1958,1958,Jičín JC,,1958.,Bara
373,"HORÁK, J.",Jičín JC.,,Excerpta,1959,1959,Jičín JC,,1959.,Bara
374,"HORÁK, J.",Jičín JC.,,Excerpta,1960,1960,Jičín JC,,1960.,Bara
375,"HORÁK, J.",Jičín JC.,,Excerpta,1965,1965,Jičín JC,,1965.,Bara
376,"HORÁK, J.",Jilemnice SM.,,Excerpta,1957,1957,Jilemnice SM,,1957.,Bara
377,"HORÁK, J.",Jilemnice SM.,,Excerpta,1958,1958,Jilemnice SM,,1958.,Bara
378,"HORÁK, J.",Jilemnice SM.,,Excerpta,1959,1959,Jilemnice SM,,1959.,Bara
379,"HORÁK, J.",Jilemnice SM.,,Excerpta,1960,1960,Jilemnice SM,,1960.,Bara
380,"HORÁK, J.",Lodín HK.,,Excerpta,1957,1957,Lodín HK,,1957.,Bara
381,"HORÁK, J.",Lodín HK.,,Excerpta,1958,1958,Lodín HK,,1958.,Bara
382,"HORÁK, J.",Lodín HK.,,Excerpta,1959,1959,Lodín HK,,1959.,Bara
383,"HORÁK, J.",Lodín HK.,,Excerpta,1960,1960,Lodín HK,,1960.,Bara
384,"HORÁK, J.",Martinice v Krkonoších SM.,,Excerpta,1957,1957,Martinice v Krkonoších SM,,1957.,Bara
385,"HORÁK, J.",Martinice v Krkonoších SM.,,Excerpta,1958,1958,Martinice v Krkonoších SM,,1958.,Bara
386,"HORÁK, J.",Martinice v Krkonoších SM.,,Excerpta,1959,1959,Martinice v Krkonoších SM,,1959.,Bara
387,"HORÁK, J.",Martinice v Krkonoších SM.,,Excerpta,1960,1960,Martinice v Krkonoších SM,,1960.,Bara
